,name,department,university,avg_rating,num_reviews,take_again_pct,difficulty,rmp_profile_url,rmp_professor_id,error
0,JaneForner,Music,University of Toronto,5.0,4,100,2.5,https://www.ratemyprofessors.com/professor/3042902,3042902,
1,AliFeizmohammadi,Mathematics,University of Toronto,4.2,19,79,3.5,https://www.ratemyprofessors.com/professor/2227812,2227812,
2,MitchellMcIvor,Sociology,University of Toronto,5.0,16,100,1.9,https://www.ratemyprofessors.com/professor/2780331,2780331,
3,SimonaVucu,Philosophy,University of Toronto,3.6,7,58,3.6,https://www.ratemyprofessors.com/professor/2896892,2896892,
4,ClaudiaPaparella,Art History,University of Toronto,5.0,5,100,2.6,https://www.ratemyprofessors.com/professor/3079021,3079021,
5,nadiaTakhtaganova,Languages,University of Toronto,4.0,2,100,3.5,https://www.ratemyprofessors.com/professor/3102524,3102524,
6,AshleyWaggoner Denton,Psychology,University of Toronto,2.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3109721,3109721,
7,GözdeMercan,Languages,University of Toronto,5.0,1,100,1.0,https://www.ratemyprofessors.com/professor/3109727,3109727,
8,Isabela Dos Santos,Political Science,University of Toronto,3.1,36,48,3.1,https://www.ratemyprofessors.com/professor/3032708,3032708,
9,EvelynLove Fosu-Duah,Environment,University of Toronto,3.5,10,60,2.4,https://www.ratemyprofessors.com/professor/3106998,3106998,
10,Joanna Pepin,Sociology,University of Toronto,2.1,8,13,3.5,https://www.ratemyprofessors.com/professor/2990412,2990412,
11,Barbara Ferguson,Women's Studies,University of Toronto,4.0,5,80,3.4,https://www.ratemyprofessors.com/professor/2917555,2917555,
12,Sebastien Sacre,Languages,University of Toronto,5.0,4,100,2.5,https://www.ratemyprofessors.com/professor/3069933,3069933,
13,Falak Mujtaba,Social Science,University of Toronto,4.2,44,89,3.3,https://www.ratemyprofessors.com/professor/3023610,3023610,
14,Melanie Mascarenhas,Psychology,University of Toronto,4.8,10,100,2.8,https://www.ratemyprofessors.com/professor/3048330,3048330,
15,Yukiko Tanaka,Sociology,University of Toronto,4.4,31,81,2.2,https://www.ratemyprofessors.com/professor/2605330,2605330,
16,Dani Nedal,Political Science,University of Toronto,2.7,6,17,3.7,https://www.ratemyprofessors.com/professor/2848338,2848338,
17,Salvador Alanis,Languages,University of Toronto,4.3,4,75,1.5,https://www.ratemyprofessors.com/professor/3041628,3041628,
18,Irene Poetranto,Political Science,University of Toronto,3.3,4,75,2.8,https://www.ratemyprofessors.com/professor/3073470,3073470,
19,Jim Hansen,English,University of Toronto,4.0,2,100,2.0,https://www.ratemyprofessors.com/professor/3108618,3108618,
20,Grace Barakat,Sociology,University of Toronto,4.9,12,100,2.7,https://www.ratemyprofessors.com/professor/2877514,2877514,
21,Dennis Lee,Music,University of Toronto,5.0,4,100,2.5,https://www.ratemyprofessors.com/professor/2982223,2982223,
22,Hannah Gans,Psychology,University of Toronto,3.1,29,56,3.3,https://www.ratemyprofessors.com/professor/3030924,3030924,
23,Simeon  Newman,History,University of Toronto,1.4,23,14,3.7,https://www.ratemyprofessors.com/professor/3080368,3080368,
24,Malvina Skorska,Psychology,University of Toronto,3.0,11,55,3.8,https://www.ratemyprofessors.com/professor/2999273,2999273,
25,Erica Kim,Architecture,University of Toronto,2.5,4,25,2.5,https://www.ratemyprofessors.com/professor/2980065,2980065,
26,David Lindell,Computer Science,University of Toronto,4.5,2,100,4.0,https://www.ratemyprofessors.com/professor/2978802,2978802,
27,Mark Hathaway,Environment,University of Toronto,4.4,31,80,2.7,https://www.ratemyprofessors.com/professor/1799390,1799390,
28,Luke Volk,Mathematics,University of Toronto,1.0,5,0,5.0,https://www.ratemyprofessors.com/professor/2920072,2920072,
29,Robert Soden,Computer Science,University of Toronto,5.0,2,100,2.0,https://www.ratemyprofessors.com/professor/2894380,2894380,
30,Matthew Robbins,Physics,University of Toronto,3.2,51,53,3.3,https://www.ratemyprofessors.com/professor/3032174,3032174,
31,Hosam Helal,History,University of Toronto,4.4,7,86,3.0,https://www.ratemyprofessors.com/professor/3084936,3084936,
32,Wiley Sharp,Geography,University of Toronto,1.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3109070,3109070,
33,Victor Falkenheim,Political Science,University of Toronto,5.0,22,100,2.6,https://www.ratemyprofessors.com/professor/2645850,2645850,
34,Moaz Shoura,Psychology,University of Toronto,5.0,7,100,2.9,https://www.ratemyprofessors.com/professor/3022358,3022358,
35,Constance de Font-Reaulx,History,University of Toronto,3.0,7,72,3.4,https://www.ratemyprofessors.com/professor/3054669,3054669,
36,Samantha Wesner,History,University of Toronto,5.0,2,100,2.0,https://www.ratemyprofessors.com/professor/3054667,3054667,
37,Shibi Kumaraperumal,History,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3108826,3108826,
38,Catherine Jimenea,Geography,University of Toronto,3.0,6,34,3.3,https://www.ratemyprofessors.com/professor/2712746,2712746,
39,Mahmoud  Embabi,Engineering,University of Toronto,5.0,4,100,3.5,https://www.ratemyprofessors.com/professor/3078693,3078693,
40,Christopher (Chris) Greenaway,Political Science,University of Toronto,4.8,19,95,2.7,https://www.ratemyprofessors.com/professor/2703740,2703740,
41,John Rogers,English,University of Toronto,4.6,9,89,2.6,https://www.ratemyprofessors.com/professor/2733362,2733362,
42,Douglas Eacho,Theater,University of Toronto,1.5,2,0,2.0,https://www.ratemyprofessors.com/professor/3044410,3044410,
43,E Legge,Art History,University of Toronto,5.0,2,100,2.0,https://www.ratemyprofessors.com/professor/879340,879340,
44,Sean Karnani-Stewart,Classics,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3108624,3108624,
45,Katerina Apokatanidis,Classics,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3108625,3108625,
46,Michael Johnstone,English,University of Toronto,2.0,1,0,3.0,https://www.ratemyprofessors.com/professor/3108621,3108621,
47,Adam Nayman,Humanities,University of Toronto,4.5,12,92,2.7,https://www.ratemyprofessors.com/professor/2696905,2696905,
48,Tahir Sharaan,Physics,University of Toronto,3.0,2,50,3.0,https://www.ratemyprofessors.com/professor/3105303,3105303,
49,Rory Lindsay,Religion,University of Toronto,5.0,9,100,1.1,https://www.ratemyprofessors.com/professor/3007836,3007836,
50,Sophie Rousseaux,Chemistry,University of Toronto,4.9,14,100,2.9,https://www.ratemyprofessors.com/professor/2217145,2217145,
51,Theresa Enright,Political Science,University of Toronto,2.8,21,59,3.6,https://www.ratemyprofessors.com/professor/1890162,1890162,
52,Denis Gorodkov,Mathematics,University of Toronto,4.4,31,88,2.8,https://www.ratemyprofessors.com/professor/2875615,2875615,
53,Patricia Mockler,Political Science,University of Toronto,4.0,5,80,2.2,https://www.ratemyprofessors.com/professor/3092481,3092481,
54,Aya Sakaya,Chemistry,University of Toronto,4.9,14,100,2.1,https://www.ratemyprofessors.com/professor/3033917,3033917,
55,Asif Zaman,Mathematics,University of Toronto,4.5,58,87,3.4,https://www.ratemyprofessors.com/professor/2233154,2233154,
56,Josh Harold,Sociology,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3107385,3107385,
57,Barbara Simões,English,University of Toronto,4.5,8,88,3.1,https://www.ratemyprofessors.com/professor/2960479,2960479,
58,Ramiro Armas,Languages,University of Toronto,3.0,6,34,3.5,https://www.ratemyprofessors.com/professor/1835082,1835082,
59,Piotr Zwiernik,Mathematics,University of Toronto,3.7,3,67,3.3,https://www.ratemyprofessors.com/professor/2933010,2933010,
60,Ania Harlick,Physics,University of Toronto,4.2,29,87,2.7,https://www.ratemyprofessors.com/professor/2890981,2890981,
61,Kuan Xu,Economics,University of Toronto,2.9,16,38,4.1,https://www.ratemyprofessors.com/professor/2938874,2938874,
62,Kathleen Dobson,Economics,University of Toronto,4.5,2,100,2.0,https://www.ratemyprofessors.com/professor/3101729,3101729,
63,Frances O'Shaughnessy,Women's Studies,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3107028,3107028,
64,Paul He,Computer Science,University of Toronto,4.9,10,100,2.4,https://www.ratemyprofessors.com/professor/3036776,3036776,
65,rosalind hampton,Education,University of Toronto,2.0,3,34,3.0,https://www.ratemyprofessors.com/professor/3106677,3106677,
66,Alex Bercik,Engineering,University of Toronto,2.6,9,38,2.6,https://www.ratemyprofessors.com/professor/2984300,2984300,
67,Armend Mazreku,Political Science,University of Toronto,3.4,8,63,2.8,https://www.ratemyprofessors.com/professor/2847868,2847868,
68,Mathilde Gerbelli-Gauthier,Mathematics,University of Toronto,4.7,18,95,3.3,https://www.ratemyprofessors.com/professor/3051466,3051466,
69,Mehdi Ataei,Computer Science,University of Toronto,4.5,8,88,2.8,https://www.ratemyprofessors.com/professor/2929991,2929991,
70,Jim Scholey,Medicine,University of Toronto,4.7,3,100,3.3,https://www.ratemyprofessors.com/professor/3017432,3017432,
71,Kale  Coghlan,Classics,University of Toronto,2.0,2,0,3.5,https://www.ratemyprofessors.com/professor/3066081,3066081,
72,Mehul Gupta,Mathematics,University of Toronto,5.0,7,100,2.4,https://www.ratemyprofessors.com/professor/3075388,3075388,
73,Kripa Freitas,Economics,University of Toronto,2.9,135,45,4.1,https://www.ratemyprofessors.com/professor/1877093,1877093,
74,Marsha Chechik,Computer Science,University of Toronto,2.2,6,34,4.2,https://www.ratemyprofessors.com/professor/3009699,3009699,
75,Anne-Marie Fowler,Religion,University of Toronto,3.4,5,60,3.0,https://www.ratemyprofessors.com/professor/3007526,3007526,
76,Chandra Murdoch,History,University of Toronto,3.2,5,20,3.4,https://www.ratemyprofessors.com/professor/2873004,2873004,
77,Gracia Dong,Mathematics,University of Toronto,3.9,13,77,3.2,https://www.ratemyprofessors.com/professor/3022467,3022467,
78,Alex  Pelegrino,History,University of Toronto,5.0,3,100,1.7,https://www.ratemyprofessors.com/professor/3049704,3049704,
79,Andrew Lesk,English,University of Toronto,2.2,14,29,3.8,https://www.ratemyprofessors.com/professor/2473991,2473991,
80,Mark Miller,Psychology,University of Toronto,5.0,8,100,2.6,https://www.ratemyprofessors.com/professor/3021696,3021696,
81,Samuel Akinbo,Humanities,University of Toronto,4.0,5,80,3.8,https://www.ratemyprofessors.com/professor/2989012,2989012,
82,Rhonda Solomon,Geography,University of Toronto,2.2,11,19,2.9,https://www.ratemyprofessors.com/professor/3065034,3065034,
83,Harry Sha,Computer Science,University of Toronto,4.4,5,80,2.8,https://www.ratemyprofessors.com/professor/2921120,2921120,
84,Tyler Paul,Economics,University of Toronto,3.5,45,63,3.7,https://www.ratemyprofessors.com/professor/2984193,2984193,
85,Stephen Armstrong,Engineering,University of Toronto,3.6,14,62,3.4,https://www.ratemyprofessors.com/professor/1878268,1878268,
86,Abdul Khizer,Accounting,University of Toronto,1.3,4,0,4.0,https://www.ratemyprofessors.com/professor/2957793,2957793,
87,Moutaa  El Waer,Sociology,University of Toronto,2.1,7,15,4.3,https://www.ratemyprofessors.com/professor/3068311,3068311,
88,María José  Méndez Gutiérrez,Political Science,University of Toronto,2.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3103492,3103492,
89,Jeannette  Sanchez-Naranjo,Languages,University of Toronto,2.4,7,43,4.0,https://www.ratemyprofessors.com/professor/2985995,2985995,
90,Laura Colantoni,Languages,University of Toronto,5.0,2,100,2.0,https://www.ratemyprofessors.com/professor/3065043,3065043,
91,Hayley Liebenow,Psychology,University of Toronto,4.9,10,100,1.9,https://www.ratemyprofessors.com/professor/3071584,3071584,
92,Alan Verskin,History,University of Toronto,4.5,6,84,3.0,https://www.ratemyprofessors.com/professor/3021872,3021872,
93,Laura Rabinowitz,Political Science,University of Toronto,3.7,3,67,4.3,https://www.ratemyprofessors.com/professor/3085589,3085589,
94,Eamon Darnell,Philosophy,University of Toronto,2.6,41,37,3.4,https://www.ratemyprofessors.com/professor/2623931,2623931,
95,Emily Erlebach,Mathematics,University of Toronto,2.3,9,34,3.2,https://www.ratemyprofessors.com/professor/2825352,2825352,
96,Dimitrios Karslidis,Mathematics,University of Toronto,4.8,5,100,2.2,https://www.ratemyprofessors.com/professor/3065682,3065682,
97,Sam Bass,History,University of Toronto,4.7,3,100,3.3,https://www.ratemyprofessors.com/professor/3090166,3090166,
98,Sebastian  Espinosa,Mathematics,University of Toronto,4.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3064685,3064685,
99,Kelsey Gordon,Political Science,University of Toronto,1.6,10,10,4.6,https://www.ratemyprofessors.com/professor/2946153,2946153,
100,Christopher Petrakos,History,University of Toronto,4.8,10,100,2.5,https://www.ratemyprofessors.com/professor/2921973,2921973,
101,Chen Ying,Engineering,University of Toronto,2.5,15,27,2.0,https://www.ratemyprofessors.com/professor/3082313,3082313,
102,Jason De Melo,Biochemistry,University of Toronto,3.3,6,50,3.3,https://www.ratemyprofessors.com/professor/3056704,3056704,
103,Swastik Kopparty,Computer Science,University of Toronto,2.3,3,34,2.7,https://www.ratemyprofessors.com/professor/2885405,2885405,
104,Jamal Kawach,Mathematics,University of Toronto,4.7,28,97,2.8,https://www.ratemyprofessors.com/professor/2544828,2544828,
105,Naveen Minai,"Arts, Culture & Media",University of Toronto,3.9,8,63,2.5,https://www.ratemyprofessors.com/professor/2924452,2924452,
106,Elizabeth McCallion,Political Science,University of Toronto,4.4,8,100,2.5,https://www.ratemyprofessors.com/professor/2978046,2978046,
107,Gael Diebou,Mathematics,University of Toronto,2.0,29,28,4.1,https://www.ratemyprofessors.com/professor/3019400,3019400,
108,Donna Schatz,Environment,University of Toronto,1.0,4,0,4.8,https://www.ratemyprofessors.com/professor/3083753,3083753,
109,Gregory Shupak,English,University of Toronto,3.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2946426,2946426,
110,Fabian Parsch,Mathematics,University of Toronto,4.7,23,92,3.0,https://www.ratemyprofessors.com/professor/2354644,2354644,
111,Anthony Sinclair,Engineering,University of Toronto,4.8,16,100,3.1,https://www.ratemyprofessors.com/professor/1903994,1903994,
112,Erich Weidenhammer,History,University of Toronto,5.0,1,100,1.0,https://www.ratemyprofessors.com/professor/3099449,3099449,
113,Bharat Punjabi,Pacific & Asian Studies,University of Toronto,4.0,1,100,1.0,https://www.ratemyprofessors.com/professor/3058478,3058478,
114,Kylie Luska,Chemistry,University of Toronto,5.0,29,100,2.7,https://www.ratemyprofessors.com/professor/3022845,3022845,
115,Maria Cichosz,Humanities,University of Toronto,5.0,7,100,2.9,https://www.ratemyprofessors.com/professor/2858374,2858374,
116,Florian Dendorfer,Economics,University of Toronto,2.9,79,50,4.3,https://www.ratemyprofessors.com/professor/2933107,2933107,
117,Serene Tan,Geography,University of Toronto,1.0,6,0,4.3,https://www.ratemyprofessors.com/professor/2453518,2453518,
118,Imran Syed,Management,University of Toronto,2.6,22,41,3.9,https://www.ratemyprofessors.com/professor/2922633,2922633,
119,Debanjan  Borthakur,Psychology,University of Toronto,4.9,13,100,2.6,https://www.ratemyprofessors.com/professor/3048789,3048789,
120,Deirdre Baker,English,University of Toronto,2.9,9,45,3.4,https://www.ratemyprofessors.com/professor/2206607,2206607,
121,Saul Cohen,Anthropology,University of Toronto,2.3,6,34,4.3,https://www.ratemyprofessors.com/professor/3019981,3019981,
122,Santiago Molina,Social Science,University of Toronto,5.0,6,100,3.2,https://www.ratemyprofessors.com/professor/2918087,2918087,
123,Tobias Hof,History,University of Toronto,3.7,3,67,2.7,https://www.ratemyprofessors.com/professor/3078174,3078174,
124,Amber Hoi,Biology,University of Toronto,2.0,7,0,3.3,https://www.ratemyprofessors.com/professor/3021264,3021264,
125,Eric Nay,Architecture,University of Toronto,2.3,6,34,3.7,https://www.ratemyprofessors.com/professor/3077014,3077014,
126,Terry Yip,Economics,University of Toronto,2.6,8,50,3.5,https://www.ratemyprofessors.com/professor/3001562,3001562,
127,Eldan Cohen,Engineering,University of Toronto,5.0,2,100,2.5,https://www.ratemyprofessors.com/professor/2977547,2977547,
128,James Ginther,Humanities,University of Toronto,4.5,2,100,2.5,https://www.ratemyprofessors.com/professor/3085395,3085395,
129,Obinna  Idu,Mathematics,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3095645,3095645,
130,Amanda Hargrove,Chemistry,University of Toronto,1.1,19,0,4.4,https://www.ratemyprofessors.com/professor/3084231,3084231,
131,David Zarnett,Political Science,University of Toronto,4.3,4,75,3.8,https://www.ratemyprofessors.com/professor/3070887,3070887,
132,John Kamau,History,University of Toronto,3.3,3,67,2.0,https://www.ratemyprofessors.com/professor/2914983,2914983,
133,Wenyu  Pan,Mathematics,University of Toronto,3.0,5,40,3.6,https://www.ratemyprofessors.com/professor/2944612,2944612,
134,Emily Bell,Biology,University of Toronto,2.8,4,50,3.3,https://www.ratemyprofessors.com/professor/2863769,2863769,
135,Nicole Weckman,Engineering,University of Toronto,1.7,3,0,3.0,https://www.ratemyprofessors.com/professor/3088340,3088340,
136,Luciano Salvetti Martinez,Mathematics,University of Toronto,4.9,10,100,3.3,https://www.ratemyprofessors.com/professor/3068216,3068216,
137,Oren Siegel,Humanities,University of Toronto,4.5,6,84,2.8,https://www.ratemyprofessors.com/professor/2941756,2941756,
138,Michael Classens,Environment,University of Toronto,4.4,5,80,1.4,https://www.ratemyprofessors.com/professor/2898912,2898912,
139,Leanne Simpson,Literature,University of Toronto,4.0,2,50,2.5,https://www.ratemyprofessors.com/professor/3086066,3086066,
140,Sergey Plotnikov,Biology,University of Toronto,4.3,10,70,3.9,https://www.ratemyprofessors.com/professor/2334435,2334435,
141,Benjamin Landon,Mathematics,University of Toronto,4.2,9,78,3.8,https://www.ratemyprofessors.com/professor/2991974,2991974,
142,Ian Berlot-Attwell,Computer Science,University of Toronto,5.0,6,100,2.7,https://www.ratemyprofessors.com/professor/2896718,2896718,
143,Lior Gishboliner,Mathematics,University of Toronto,5.0,3,100,3.3,https://www.ratemyprofessors.com/professor/3054844,3054844,
144,Haley Zubyk,Biology,University of Toronto,5.0,2,100,2.0,https://www.ratemyprofessors.com/professor/3090425,3090425,
145,Deanna Brooks,English,University of Toronto,4.5,2,100,2.5,https://www.ratemyprofessors.com/professor/3065091,3065091,
146,Danielle Bentley,Medicine,University of Toronto,4.4,18,84,4.5,https://www.ratemyprofessors.com/professor/2354054,2354054,
147,Richard Horner,Biology,University of Toronto,2.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3092457,3092457,
148,Caleb Pomeroy,Political Science,University of Toronto,5.0,1,100,1.0,https://www.ratemyprofessors.com/professor/3092469,3092469,
149,Rachael Desborough,Political Science,University of Toronto,4.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3092425,3092425,
150,Jessica Gelber,Philosophy,University of Toronto,3.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3092431,3092431,
151,Paulo Koeberle,Medicine,University of Toronto,2.9,11,46,3.9,https://www.ratemyprofessors.com/professor/2564118,2564118,
152,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
153,Jonny Cottrell,Philosophy,University of Toronto,3.4,5,40,2.4,https://www.ratemyprofessors.com/professor/2930525,2930525,
154,Christine Burton,Psychology,University of Toronto,5.0,2,100,3.5,https://www.ratemyprofessors.com/professor/3027095,3027095,
155,Carolina Nobre,Computer Science,University of Toronto,3.5,2,50,3.5,https://www.ratemyprofessors.com/professor/3013562,3013562,
156,Michael Guerzhoy,Engineering,University of Toronto,3.8,51,65,3.1,https://www.ratemyprofessors.com/professor/2051735,2051735,
157,Joshua Picard,History,University of Toronto,2.3,3,34,3.7,https://www.ratemyprofessors.com/professor/3081566,3081566,
158,Sara Aronowitz,Philosophy,University of Toronto,2.1,18,28,3.8,https://www.ratemyprofessors.com/professor/2986998,2986998,
159,Mia Radovanovic,Psychology,University of Toronto,4.5,4,100,3.8,https://www.ratemyprofessors.com/professor/2966899,2966899,
160,Elliot Fonarev,Sociology,University of Toronto,3.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3090013,3090013,
161,Randy Hickey,Computer Science,University of Toronto,5.0,3,100,3.0,https://www.ratemyprofessors.com/professor/2914042,2914042,
162,Marco  Volpe,Mathematics,University of Toronto,1.0,3,0,4.7,https://www.ratemyprofessors.com/professor/3088322,3088322,
163,Karen Maxwell,Information Science,University of Toronto,3.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3089582,3089582,
164,Reza Hadisi,Philosophy,University of Toronto,4.7,6,100,3.5,https://www.ratemyprofessors.com/professor/2848524,2848524,
165,Daniel  Calderon Wilches,Mathematics,University of Toronto,4.0,5,80,2.8,https://www.ratemyprofessors.com/professor/2872079,2872079,
166,Joao Ritto,Economics,University of Toronto,5.0,2,100,4.0,https://www.ratemyprofessors.com/professor/3087037,3087037,
167,Trevor Carey,Engineering,University of Toronto,2.0,1,0,3.0,https://www.ratemyprofessors.com/professor/3089275,3089275,
168,Robert Owen,Economics,University of Toronto,1.5,22,14,4.2,https://www.ratemyprofessors.com/professor/2932372,2932372,
169,Tasca Santimano,Geology,University of Toronto,4.2,17,77,3.7,https://www.ratemyprofessors.com/professor/2583349,2583349,
170,Kristina McElheran,Management,University of Toronto,2.7,6,34,4.0,https://www.ratemyprofessors.com/professor/2428850,2428850,
171,Jorge Cruz Chapital,Mathematics,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3088745,3088745,
172,Bernardo Galvao-Sousa,Mathematics,University of Toronto,1.9,153,13,4.3,https://www.ratemyprofessors.com/professor/1187697,1187697,
